query,page,clicks,impressions,ctr_percent,position,query_type
dog bone link,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,10.0,Non-branded
dog bone rigging,https://www.morfrac.com/dogbone,0.0,14.0,0.0,5.5,Non-branded
dog bone sailing,https://www.morfrac.com/dogbone,0.0,3.0,0.0,6.33,Non-branded
dog bone shackle,https://www.morfrac.com/dogbone,0.0,10.0,0.0,13.8,Non-branded
dog bone steel,https://www.morfrac.com/dogbone,0.0,1.0,0.0,4.0,Non-branded
dog bones,https://www.morfrac.com/es/dogbone,0.0,3.0,0.0,4.33,Non-branded
dog-bone,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,7.0,Non-branded
dogbone,https://www.morfrac.com/dogbone,0.0,244.0,0.0,7.66,Non-branded
dogbone carrier,https://www.morfrac.com/dogbone,0.0,2.0,0.0,25.0,Non-branded
dogbone carriers,https://www.morfrac.com/dogbone,0.0,17.0,0.0,13.18,Non-branded
dogbone connection,https://www.morfrac.com/dogbone,0.0,1.0,0.0,10.0,Non-branded
dogbone corner,https://www.morfrac.com/dogbone,0.0,1.0,0.0,33.0,Non-branded
dogbone fillet,https://www.morfrac.com/dogbone,0.0,2.0,0.0,35.5,Non-branded
dogbone handles,https://www.morfrac.com/dogbone,0.0,1.0,0.0,38.0,Non-branded
dogbone joint,https://www.morfrac.com/dogbone,0.0,62.0,0.0,40.87,Non-branded
dogbone link,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,7.0,Non-branded
dogbone relief,https://www.morfrac.com/dogbone,0.0,1.0,0.0,12.0,Non-branded
dogbone rigging,https://www.morfrac.com/dogbone,0.0,11.0,0.0,6.18,Non-branded
dogbone sailing,https://www.morfrac.com/dogbone,0.0,3.0,0.0,6.33,Non-branded
dogbone sailing,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,19.0,Non-branded
dogbone shackle,https://www.morfrac.com/es/shop/category/dogbone-25,0.0,1.0,0.0,3.0,Non-branded
dogbones,https://www.morfrac.com/dogbone,0.0,43.0,0.0,6.21,Non-branded
dogbones,https://www.morfrac.com/es/dogbone,0.0,45.0,0.0,16.76,Non-branded
farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,36.0,0.0,8.44,Non-branded
farr x2,https://www.morfrac.com/es/blog/blog-1/farr-x2-5,0.0,1.0,0.0,9.0,Non-branded
farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,28.0,0.0,9.68,Non-branded
fixafrac,https://www.morfrac.com/,0.0,5.0,0.0,25.2,Non-branded
fixafrac,https://www.morfrac.com/solutions,0.0,19.0,0.0,20.42,Non-branded
fourling,https://www.morfrac.com/shop/powerfurl-eight-continuous-line-furling-kit-12502,0.0,1.0,0.0,90.0,Non-branded
frac moro,https://www.morfrac.com/about,0.0,1.0,0.0,8.0,Non-branded
furker,https://www.morfrac.com/powerfurl,0.0,1.0,0.0,1.0,Non-branded
furl,https://www.morfrac.com/es/powerfurl,0.0,2.0,0.0,31.0,Non-branded
furl,https://www.morfrac.com/es/shop/powerfurl-eight-continuous-line-furling-kit-12502,0.0,1.0,0.0,89.0,Non-branded
furl,https://www.morfrac.com/es/shop/powerfurl-four-single-line-furling-kit-12892,0.0,1.0,0.0,95.0,Non-branded
furler shackles,https://www.morfrac.com/shop/powerfurl-six-furling-kit-shackle-12618,0.0,2.0,0.0,20.5,Non-branded
gripde,https://www.morfrac.com/es/blog/blog-1/mas-agarre-con-el-soft-grip-de-morfrac-1,0.0,2.0,0.0,8.5,Non-branded
how to use,https://www.morfrac.com/shop/powerfurl-three-drum-bottom-furling-unit-12585,0.0,1.0,0.0,10.0,Non-branded
kevlar dog bone,https://www.morfrac.com/dogbone,0.0,1.0,0.0,7.0,Non-branded
m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,32.0,0.0,10.06,Non-branded
m loop light,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,6.0,Non-branded
m-loop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,2.0,0.0,4.5,Non-branded
m-loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,3.0,0.0,6.67,Non-branded
macring,https://www.morfrac.com/es/shop/morfring-40-ptfe-friction-ring-12479,0.0,2.0,0.0,49.5,Non-branded
mafram,https://www.morfrac.com/,0.0,1.0,0.0,34.0,Non-branded
mafram,https://www.morfrac.com/es,0.0,1.0,0.0,46.0,Non-branded
mapfrac,https://www.morfrac.com/solutions,0.0,28.0,0.0,43.14,Non-branded
marfram,https://www.morfrac.com/,0.0,1.0,0.0,10.0,Non-branded
matt helm dogbone,https://www.morfrac.com/dogbone,0.0,1.0,0.0,21.0,Non-branded
maximum performance,https://www.morfrac.com/morfwing,0.0,1.0,0.0,1.0,Non-branded
mersurf sta,https://www.morfrac.com/morfwing,0.0,1.0,0.0,39.0,Non-branded
