query,page,clicks,impressions,ctr_percent,position,query_type
deproa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,1.0,0.0,8.0,Non-branded
dog bone,https://www.morfrac.com/dogbone,0.0,4.0,0.0,31.75,Non-branded
dog bone,https://www.morfrac.com/es/dogbone,0.0,3.0,0.0,11.67,Non-branded
dog bone connection,https://www.morfrac.com/dogbone,0.0,6.0,0.0,10.83,Non-branded
dog bone corners,https://www.morfrac.com/dogbone,0.0,2.0,0.0,67.5,Non-branded
dog bone metal,https://www.morfrac.com/dogbone,0.0,2.0,0.0,8.0,Non-branded
dog bone rigging,https://www.morfrac.com/dogbone,0.0,7.0,0.0,3.0,Non-branded
dog bone sailing,https://www.morfrac.com/dogbone,0.0,5.0,0.0,6.8,Non-branded
dog bone shackle,https://www.morfrac.com/dogbone,0.0,9.0,0.0,6.0,Non-branded
dog bone soft shackle,https://www.morfrac.com/dogbone,0.0,4.0,0.0,7.25,Non-branded
dog bone steel,https://www.morfrac.com/dogbone,0.0,9.0,0.0,6.22,Non-branded
dog bone steel connection,https://www.morfrac.com/dogbone,0.0,1.0,0.0,4.0,Non-branded
dog bones,https://www.morfrac.com/es/dogbone,0.0,10.0,0.0,4.9,Non-branded
dog bons,https://www.morfrac.com/es/dogbone,0.0,3.0,0.0,6.0,Non-branded
dog-bone,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,7.0,Non-branded
dogbone,https://www.morfrac.com/dogbone,0.0,118.0,0.0,8.69,Non-branded
dogbone,https://www.morfrac.com/es/dogbone,0.0,56.0,0.0,8.27,Non-branded
dogbone corner,https://www.morfrac.com/dogbone,0.0,1.0,0.0,67.0,Non-branded
dogbone fillet,https://www.morfrac.com/dogbone,0.0,1.0,0.0,66.0,Non-branded
dogbone joint,https://www.morfrac.com/dogbone,0.0,41.0,0.0,84.61,Non-branded
dogbone sailing,https://www.morfrac.com/dogbone,0.0,7.0,0.0,7.86,Non-branded
dogbone shackle,https://www.morfrac.com/dogbone,0.0,7.0,0.0,5.57,Non-branded
dogbone shackle,https://www.morfrac.com/es/shackle,0.0,1.0,0.0,7.0,Non-branded
dogbones,https://www.morfrac.com/es/dogbone,0.0,34.0,0.0,19.88,Non-branded
dshackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,1.0,0.0,9.0,Non-branded
enrolladores para veleros,https://www.morfrac.com/es/blog/blog-1/powerfurl-3,0.0,1.0,0.0,69.0,Non-branded
farr x2,https://www.morfrac.com/es/blog/blog-1/farr-x2-5,0.0,1.0,0.0,8.0,Non-branded
farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,21.0,0.0,5.29,Non-branded
farr x2 for sale,https://www.morfrac.com/es/blog/blog-1/farr-x2-5,0.0,1.0,0.0,4.0,Non-branded
fixafrac,https://www.morfrac.com/,0.0,1.0,0.0,36.0,Non-branded
frac trade,https://www.morfrac.com/become-a-morfrac-trade-partner,0.0,1.0,0.0,37.0,Non-branded
furl one,https://www.morfrac.com/shop/category/powerfurl-1,0.0,1.0,0.0,8.0,Non-branded
furl shop,https://www.morfrac.com/shop/category/powerfurl-1,0.0,2.0,0.0,61.5,Non-branded
grip.de,https://www.morfrac.com/es/blog/blog-1/mas-agarre-con-el-soft-grip-de-morfrac-1,0.0,2.0,0.0,51.5,Non-branded
gripde,https://www.morfrac.com/es/blog/blog-1/mas-agarre-con-el-soft-grip-de-morfrac-1,0.0,3.0,0.0,10.67,Non-branded
helice de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,31.0,0.0,3.42,Non-branded
helices de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,8.0,0.0,2.12,Non-branded
how much new,https://www.morfrac.com/powerfurl,0.0,1.0,0.0,18.0,Non-branded
m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,19.0,0.0,10.42,Non-branded
m-loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,1.0,Non-branded
manorfarmca.com contact number,https://www.morfrac.com/,0.0,1.0,0.0,3.0,Non-branded
mloop,https://www.morfrac.com/es/shop/category/mloop-34,0.0,2.0,0.0,6.5,Non-branded
mloop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,122.0,0.0,5.94,Non-branded
mloop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,168.0,0.0,7.67,Non-branded
mloop in,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,11.0,Non-branded
mofrac,https://www.morfrac.com/,0.0,3.0,0.0,3.67,Non-branded
monfrac,https://www.morfrac.com/es/morfblock,0.0,1.0,0.0,5.0,Non-branded
mor 004,https://www.morfrac.com/shop/morfblock-light-4-hl-12336,0.0,1.0,0.0,7.0,Non-branded
mor 004,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,0.0,18.0,0.0,23.67,Non-branded
mor 004,https://www.morfrac.com/shop/morfblock-light-4-p-12338,0.0,7.0,0.0,12.57,Non-branded
mor solutions,https://www.morfrac.com/solutions,0.0,2.0,0.0,93.5,Non-branded
mor-002,https://www.morfrac.com/es/shop/morfblock-light-2-hl-12328,0.0,1.0,0.0,86.0,Non-branded
mor-002,https://www.morfrac.com/shop/morfblock-light-2-p-12330,0.0,1.0,0.0,68.0,Non-branded
mor-004,https://www.morfrac.com/es/shop/morfblock-light-4-p-12338,0.0,1.0,0.0,89.0,Non-branded
mor-004,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,0.0,2.0,0.0,51.0,Non-branded
mor-004,https://www.morfrac.com/shop/morfblock-light-4-p-12338,0.0,3.0,0.0,41.0,Non-branded
mor004,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,0.0,1.0,0.0,101.0,Non-branded
mor004,https://www.morfrac.com/shop/morfblock-light-4-p-12338,0.0,3.0,0.0,56.67,Non-branded
more loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,10.0,Non-branded
morf block,https://www.morfrac.com/,0.0,38.0,0.0,14.37,Branded
morf block,https://www.morfrac.com/about,0.0,10.0,0.0,37.7,Branded
morf block,https://www.morfrac.com/blog,0.0,1.0,0.0,16.0,Branded
morf block,https://www.morfrac.com/blog/custom-6/40000-times-its-weight-15,0.0,4.0,0.0,56.5,Branded
morf block,https://www.morfrac.com/contactus,0.0,9.0,0.0,34.0,Branded
morf block,https://www.morfrac.com/custom,0.0,31.0,0.0,29.13,Branded
morf block,https://www.morfrac.com/es/shop/category/morfblock-17,0.0,1.0,0.0,93.0,Branded
morf block,https://www.morfrac.com/es/shop/morfblock-light-4-p-12338,0.0,22.0,0.0,16.09,Branded
morf block,https://www.morfrac.com/es/shop/morfblock-morfblockwood-20/morfblock-wood-05-12384,0.0,2.0,0.0,84.0,Branded
morf block,https://www.morfrac.com/es/shop/morfblock-morfblockwood-20/morfblock-wood-08-12388,0.0,3.0,0.0,27.33,Branded
